Accession,Release_Date,Length,Geo_Location,USA,Isolation_Source,Collection_Date
MT632952,2020-06-17T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-04-01
MT632953,2020-06-17T00:00:00Z,29858,"USA: Washington,King County",WA,,2020-03-25
MT632954,2020-06-17T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-03-28
MT632955,2020-06-17T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-04-01
MT632956,2020-06-17T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-03-26
MT632957,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT632958,2020-06-17T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-04-04
MT632959,2020-06-17T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-03-25
MT632960,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT632961,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-02
MT632962,2020-06-17T00:00:00Z,29862,"USA: Washington,King County",WA,,2020-04-05
MT632963,2020-06-17T00:00:00Z,29871,"USA: Washington,Yakima County",WA,,2020-03-28
MT632964,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-04
MT632965,2020-06-17T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-03-26
MT632966,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-02
MT632967,2020-06-17T00:00:00Z,29859,"USA: Washington,Snohomish County",WA,,2020-03-28
MT632968,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-25
MT632969,2020-06-17T00:00:00Z,29867,"USA: Washington,King County",WA,,2020-03-30
MT632970,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-28
MT632971,2020-06-17T00:00:00Z,29863,"USA: Washington,King County",WA,,2020-04-05
MT632972,2020-06-17T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-03-28
MT632973,2020-06-17T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-03-25
MT632974,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT632975,2020-06-17T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-03-25
MT632976,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT632977,2020-06-17T00:00:00Z,29867,"USA: Washington,King County",WA,,2020-04-02
MT632978,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-28
MT632979,2020-06-17T00:00:00Z,29837,"USA: Washington,Yakima County",WA,,2020-03-30
MT632981,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT632982,2020-06-17T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-03-30
MT632983,2020-06-17T00:00:00Z,29840,"USA: Washington,King County",WA,,2020-03-31
MT632984,2020-06-17T00:00:00Z,29862,"USA: Washington,King County",WA,,2020-04-05
MT632985,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-03
MT632986,2020-06-17T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-03-25
MT632987,2020-06-17T00:00:00Z,29867,"USA: Washington,King County",WA,,2020-04-05
MT632988,2020-06-17T00:00:00Z,29875,"USA: Washington,Yakima County",WA,,2020-03-25
MT632989,2020-06-17T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-03-25
MT632991,2020-06-17T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-03-26
MT632992,2020-06-17T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-03-31
MT632993,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT632994,2020-06-17T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-03-25
MT632995,2020-06-17T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-03-28
MT632996,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-25
MT632997,2020-06-17T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-03-28
MT632998,2020-06-17T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-04-01
MT632999,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-28
MT633000,2020-06-17T00:00:00Z,29868,"USA: Washington,Snohomish County",WA,,2020-03-29
MT633001,2020-06-17T00:00:00Z,29859,"USA: Washington,Kittitas County",WA,,2020-03-24
MT633002,2020-06-17T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-03-26
MT633003,2020-06-17T00:00:00Z,29865,"USA: Washington,Yakima County",WA,,2020-03-28
MT633004,2020-06-17T00:00:00Z,29857,"USA: Washington,Adams County",WA,,2020-03-23
MT633005,2020-06-17T00:00:00Z,29867,"USA: Washington,King County",WA,,2020-03-26
MT633006,2020-06-17T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-03-31
MT633007,2020-06-17T00:00:00Z,29847,"USA: Washington,Yakima County",WA,,2020-03-26
MT633008,2020-06-17T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-04-02
MT633009,2020-06-17T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-03-28
MT633010,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT633011,2020-06-17T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-03-30
MT633012,2020-06-17T00:00:00Z,29850,"USA: Washington,Whatcom County",WA,,2020-03-25
MT633013,2020-06-17T00:00:00Z,29861,"USA: Washington,Yakima County",WA,,2020-04-01
MT633014,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-25
MT633015,2020-06-17T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-03-25
MT633016,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT633017,2020-06-17T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-04-02
MT633018,2020-06-17T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-04-01
MT633019,2020-06-17T00:00:00Z,29874,"USA: Washington,Yakima County",WA,,2020-03-28
MT633020,2020-06-17T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-03-31
MT633021,2020-06-17T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-04-01
MT633022,2020-06-17T00:00:00Z,29851,"USA: Washington,King County",WA,,2020-03-30
MT633023,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-01
MT633024,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-03-28
MT633025,2020-06-17T00:00:00Z,29861,"USA: Washington,Yakima County",WA,,2020-03-28
MT633026,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-25
MT633027,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-01
MT633028,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-03-25
MT633029,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-02
MT633030,2020-06-17T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-04-01
MT633031,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-03-28
MT633032,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-03-25
MT633033,2020-06-17T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-03-29
MT633034,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-25
MT633035,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-01
MT633036,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-01
MT633037,2020-06-17T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-04-01
MT633038,2020-06-17T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-04-01
MT633039,2020-06-17T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-03-31
MT633040,2020-06-17T00:00:00Z,29853,"USA: Washington,Yakima County",WA,,2020-03-25
MT633041,2020-06-17T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-03-28
MT633042,2020-06-17T00:00:00Z,29850,"USA: Washington,King County",WA,,2020-03-24
MT633043,2020-06-17T00:00:00Z,29846,"USA: Washington,Yakima County",WA,,2020-04-01
MT633044,2020-06-17T00:00:00Z,29867,"USA: Washington,Franklin County",WA,,2020-03-26
MT633045,2020-06-17T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-03-26
MT633046,2020-06-17T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-03-26
MT614521,2020-06-16T00:00:00Z,29782,USA: WA,WA,,2020-03-13
MT614522,2020-06-16T00:00:00Z,29782,USA: WA,WA,,2020-03-13
MT605815,2020-06-15T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-03-08
MT605816,2020-06-15T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-03-05
MT605817,2020-06-15T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-03-07
MT598633,2020-06-12T00:00:00Z,29857,"USA: Washington, King County",WA,,2020-02-20
MT598634,2020-06-12T00:00:00Z,29868,USA: WA,WA,,2020-02-28
MT598635,2020-06-12T00:00:00Z,29664,"USA: Washington, King County",WA,,2020-03-01
MT598636,2020-06-12T00:00:00Z,29857,USA: WA,WA,,2020-02-24
MT598637,2020-06-12T00:00:00Z,29731,"USA: Washington, Snohomish County",WA,,2020-03-01
MT598638,2020-06-12T00:00:00Z,29619,"USA: Washington, King County",WA,,2020-02-24
MT598639,2020-06-12T00:00:00Z,29855,"USA: Washington, King County",WA,,2020-02-29
MT598640,2020-06-12T00:00:00Z,29856,"USA: Washington, King County",WA,,2020-02-29
MT598641,2020-06-12T00:00:00Z,29872,"USA: Washington, King County",WA,,2020-02-29
MT598642,2020-06-12T00:00:00Z,29879,"USA: Washington, King County",WA,,2020-03-03
MT461604,2020-05-13T00:00:00Z,29910,USA: WA,WA,,2020-03-29
MT461605,2020-05-13T00:00:00Z,29902,USA: WA,WA,,2020-03-28
MT461606,2020-05-13T00:00:00Z,29898,USA: WA,WA,,2020-03-28
MT461607,2020-05-13T00:00:00Z,29921,USA: WA,WA,,2020-03-29
MT461608,2020-05-13T00:00:00Z,29895,USA: WA,WA,,2020-03-29
MT461609,2020-05-13T00:00:00Z,29921,USA: WA,WA,,2020-03-29
MT461610,2020-05-13T00:00:00Z,29901,USA: WA,WA,,2020-03-29
MT461611,2020-05-13T00:00:00Z,29902,USA: WA,WA,,2020-03-29
MT461612,2020-05-13T00:00:00Z,29912,USA: WA,WA,,2020-03-28
MT461613,2020-05-13T00:00:00Z,29896,USA: WA,WA,,2020-04-01
MT461614,2020-05-13T00:00:00Z,29903,USA: WA,WA,,2020-04-01
MT461615,2020-05-13T00:00:00Z,29903,USA: WA,WA,,2020-04-01
MT461616,2020-05-13T00:00:00Z,29888,USA: WA,WA,,2020-04-01
MT461617,2020-05-13T00:00:00Z,29909,USA: WA,WA,,2020-04-01
MT461620,2020-05-13T00:00:00Z,29867,USA: WA,WA,,2020-03-31
MT461621,2020-05-13T00:00:00Z,29903,USA: WA,WA,,2020-03-31
MT461622,2020-05-13T00:00:00Z,29905,USA: WA,WA,,2020-03-31
MT461623,2020-05-13T00:00:00Z,29919,USA: WA,WA,,2020-03-31
MT461626,2020-05-13T00:00:00Z,29899,USA: WA,WA,,2020-03-31
MT461627,2020-05-13T00:00:00Z,29915,USA: WA,WA,,2020-03-31
MT461629,2020-05-13T00:00:00Z,29913,USA: WA,WA,,2020-03-31
MT461630,2020-05-13T00:00:00Z,29902,USA: WA,WA,,2020-03-31
MT461639,2020-05-13T00:00:00Z,29886,USA: WA,WA,,2020-04-05
MT461640,2020-05-13T00:00:00Z,29919,USA: WA,WA,,2020-04-03
MT461641,2020-05-13T00:00:00Z,29858,USA: WA,WA,,2020-04-03
MT461642,2020-05-13T00:00:00Z,29749,USA: WA,WA,,2020-04-04
MT461643,2020-05-13T00:00:00Z,29872,USA: WA,WA,,2020-04-05
MT461644,2020-05-13T00:00:00Z,29893,USA: WA,WA,,2020-04-05
MT461645,2020-05-13T00:00:00Z,29813,USA: WA,WA,,2020-04-04
MT461646,2020-05-13T00:00:00Z,29919,USA: WA,WA,,2020-04-03
MT461647,2020-05-13T00:00:00Z,29880,USA: WA,WA,,2020-04-03
MT461648,2020-05-13T00:00:00Z,29920,USA: WA,WA,,2020-04-03
MT461650,2020-05-13T00:00:00Z,29915,USA: WA,WA,,2020-04-04
MT461651,2020-05-13T00:00:00Z,29843,USA: WA,WA,,2020-04-04
MT461652,2020-05-13T00:00:00Z,29869,USA: WA,WA,,2020-04-04
MT461653,2020-05-13T00:00:00Z,29895,USA: WA,WA,,2020-04-05
MT461654,2020-05-13T00:00:00Z,29901,USA: WA,WA,,2020-04-05
MT461655,2020-05-13T00:00:00Z,29714,USA: WA,WA,,2020-04-05
MT461656,2020-05-13T00:00:00Z,29820,USA: WA,WA,,2020-04-04
MT461657,2020-05-13T00:00:00Z,29879,USA: WA,WA,,2020-04-04
MT461658,2020-05-13T00:00:00Z,29890,USA: WA,WA,,2020-04-04
MT461659,2020-05-13T00:00:00Z,29755,USA: WA,WA,,2020-04-04
MT461660,2020-05-13T00:00:00Z,29841,USA: WA,WA,,2020-04-05
MT461661,2020-05-13T00:00:00Z,29575,USA: WA,WA,,2020-04-05
MT452575,2020-05-11T00:00:00Z,29903,USA: WA,WA,,2020-03-13
MT412225,2020-04-30T00:00:00Z,29719,USA: WA,WA,,2020-04-01
MT412226,2020-04-30T00:00:00Z,29902,USA: WA,WA,,2020-04-01
MT412227,2020-04-30T00:00:00Z,29891,USA: WA,WA,,2020-04-02
MT412228,2020-04-30T00:00:00Z,29879,USA: WA,WA,,2020-04-02
MT412229,2020-04-30T00:00:00Z,29865,USA: WA,WA,,2020-04-01
MT412230,2020-04-30T00:00:00Z,29791,USA: WA,WA,,2020-04-01
MT412231,2020-04-30T00:00:00Z,29594,USA: WA,WA,,2020-04-02
MT412232,2020-04-30T00:00:00Z,29573,USA: WA,WA,,2020-04-01
MT412234,2020-04-30T00:00:00Z,29840,USA: WA,WA,,2020-03-13
MT412235,2020-04-30T00:00:00Z,29879,USA: WA,WA,,2020-03-13
MT412236,2020-04-30T00:00:00Z,29830,USA: WA,WA,,2020-03-12
MT412237,2020-04-30T00:00:00Z,29842,USA: WA,WA,,2020-03-12
MT412238,2020-04-30T00:00:00Z,29842,USA: WA,WA,,2020-03-12
MT412240,2020-04-30T00:00:00Z,29856,USA: WA,WA,,2020-03-12
MT412241,2020-04-30T00:00:00Z,29706,USA: WA,WA,,2020-03-12
MT412244,2020-04-30T00:00:00Z,29882,USA: WA,WA,,2020-03-12
MT412246,2020-04-30T00:00:00Z,29813,USA: WA,WA,,2020-03-11
MT412247,2020-04-30T00:00:00Z,29875,USA: WA,WA,,2020-03-12
MT412248,2020-04-30T00:00:00Z,29839,USA: WA,WA,,2020-03-12
MT412249,2020-04-30T00:00:00Z,29869,USA: WA,WA,,2020-03-12
MT412250,2020-04-30T00:00:00Z,29853,USA: WA,WA,,2020-03-12
MT412251,2020-04-30T00:00:00Z,29871,USA: WA,WA,,2020-03-12
MT412252,2020-04-30T00:00:00Z,29834,USA: WA,WA,,2020-03-11
MT412253,2020-04-30T00:00:00Z,29840,USA: WA,WA,,2020-03-11
MT412255,2020-04-30T00:00:00Z,29856,USA: WA,WA,,2020-04-02
MT412256,2020-04-30T00:00:00Z,29834,USA: WA,WA,,2020-04-01
MT412257,2020-04-30T00:00:00Z,29832,USA: WA,WA,,2020-04-02
MT412258,2020-04-30T00:00:00Z,29896,USA: WA,WA,,2020-04-05
MT412259,2020-04-30T00:00:00Z,29833,USA: WA,WA,,2020-04-05
MT412261,2020-04-30T00:00:00Z,29834,USA: WA,WA,,2020-04-05
MT412262,2020-04-30T00:00:00Z,29826,USA: WA,WA,,2020-04-05
MT412263,2020-04-30T00:00:00Z,29813,USA: WA,WA,,2020-04-05
MT412268,2020-04-30T00:00:00Z,29835,USA: WA,WA,,2020-04-08
MT412269,2020-04-30T00:00:00Z,29828,USA: WA,WA,,2020-04-08
MT412270,2020-04-30T00:00:00Z,29812,USA: WA,WA,,2020-04-06
MT412271,2020-04-30T00:00:00Z,29899,USA: WA,WA,,2020-04-06
MT412272,2020-04-30T00:00:00Z,29786,USA: WA,WA,,2020-04-06
MT412275,2020-04-30T00:00:00Z,29833,USA: WA,WA,,2020-04-06
MT412277,2020-04-30T00:00:00Z,29861,USA: WA,WA,,2020-04-07
MT412285,2020-04-30T00:00:00Z,29902,USA: WA,WA,,2020-04-07
MT412286,2020-04-30T00:00:00Z,29890,USA: WA,WA,,2020-04-07
MT412287,2020-04-30T00:00:00Z,29830,USA: WA,WA,,2020-04-07
MT412288,2020-04-30T00:00:00Z,29846,USA: WA,WA,,2020-04-07
MT412289,2020-04-30T00:00:00Z,29897,USA: WA,WA,,2020-04-07
MT412290,2020-04-30T00:00:00Z,29874,USA: WA,WA,,2020-04-01
MT412291,2020-04-30T00:00:00Z,29827,USA: WA,WA,,2020-04-01
MT412292,2020-04-30T00:00:00Z,29881,USA: WA,WA,,2020-04-01
MT412293,2020-04-30T00:00:00Z,29882,USA: WA,WA,,2020-04-01
MT412294,2020-04-30T00:00:00Z,29863,USA: WA,WA,,2020-04-01
MT412295,2020-04-30T00:00:00Z,29887,USA: WA,WA,,2020-03-31
MT412296,2020-04-30T00:00:00Z,29893,USA: WA,WA,,2020-04-01
MT412298,2020-04-30T00:00:00Z,29896,USA: WA,WA,,2020-03-31
MT412300,2020-04-30T00:00:00Z,29897,USA: WA,WA,,2020-03-30
MT412308,2020-04-30T00:00:00Z,29916,USA: WA,WA,,2020-03-31
MT412310,2020-04-30T00:00:00Z,29875,USA: WA,WA,,2020-04-01
MT412311,2020-04-30T00:00:00Z,29871,USA: WA,WA,,2020-04-01
MT412312,2020-04-30T00:00:00Z,29914,USA: WA,WA,,2020-04-01
MT412313,2020-04-30T00:00:00Z,29831,USA: WA,WA,,2020-04-01
MT412314,2020-04-30T00:00:00Z,29907,USA: WA,WA,,2020-04-01
MT412315,2020-04-30T00:00:00Z,29879,USA: WA,WA,,2020-04-01
MT412316,2020-04-30T00:00:00Z,29902,USA: WA,WA,,2020-04-02
MT412321,2020-04-30T00:00:00Z,29883,USA: WA,WA,,2020-04-02
MT412323,2020-04-30T00:00:00Z,29703,USA: WA,WA,,2020-04-02
MT412324,2020-04-30T00:00:00Z,29884,USA: WA,WA,,2020-04-02
MT412325,2020-04-30T00:00:00Z,29890,USA: WA,WA,,2020-04-01
MT412326,2020-04-30T00:00:00Z,29817,USA: WA,WA,,2020-04-02
MT412331,2020-04-30T00:00:00Z,29878,USA: WA,WA,,2020-04-03
MT412332,2020-04-30T00:00:00Z,29845,USA: WA,WA,,2020-04-03
MT412333,2020-04-30T00:00:00Z,29825,USA: WA,WA,,2020-04-03
MT412334,2020-04-30T00:00:00Z,29834,USA: WA,WA,,2020-04-03
MT412335,2020-04-30T00:00:00Z,29837,USA: WA,WA,,2020-04-03
MT412336,2020-04-30T00:00:00Z,29902,USA: WA,WA,,2020-04-03
MT412337,2020-04-30T00:00:00Z,29840,USA: WA,WA,,2020-04-03
MT252677,2020-04-24T00:00:00Z,29895,USA: WA,WA,,2020-03-10
MT252678,2020-04-24T00:00:00Z,29821,USA: WA,WA,,2020-03-10
MT252679,2020-04-24T00:00:00Z,29832,USA: WA,WA,,2020-03-10
MT252680,2020-04-24T00:00:00Z,29813,USA: WA,WA,,2020-03-10
MT252681,2020-04-24T00:00:00Z,29772,USA: WA,WA,,2020-03-10
MT252682,2020-04-24T00:00:00Z,29860,USA: WA,WA,,2020-03-10
MT252683,2020-04-24T00:00:00Z,29736,USA: WA,WA,,2020-03-10
MT252684,2020-04-24T00:00:00Z,29822,USA: WA,WA,,2020-03-10
MT252685,2020-04-24T00:00:00Z,29822,USA: WA,WA,,2020-03-10
MT252686,2020-04-24T00:00:00Z,29820,USA: WA,WA,,2020-03-10
MT252687,2020-04-24T00:00:00Z,29796,USA: WA,WA,,2020-03-10
MT252688,2020-04-24T00:00:00Z,29864,USA: WA,WA,,2020-03-10
MT252689,2020-04-24T00:00:00Z,29809,USA: WA,WA,,2020-03-10
MT252690,2020-04-24T00:00:00Z,29813,USA: WA,WA,,2020-03-10
MT252691,2020-04-24T00:00:00Z,29825,USA: WA,WA,,2020-03-11
MT252692,2020-04-24T00:00:00Z,29499,USA: WA,WA,,2020-03-11
MT252693,2020-04-24T00:00:00Z,29748,USA: WA,WA,,2020-03-11
MT252694,2020-04-24T00:00:00Z,29844,USA: WA,WA,,2020-03-10
MT252695,2020-04-24T00:00:00Z,29819,USA: WA,WA,,2020-03-10
MT252696,2020-04-24T00:00:00Z,29808,USA: WA,WA,,2020-03-13
MT252697,2020-04-24T00:00:00Z,29844,USA: WA,WA,,2020-03-13
MT252698,2020-04-24T00:00:00Z,29836,USA: WA,WA,,2020-03-13
MT252699,2020-04-24T00:00:00Z,29790,USA: WA,WA,,2020-03-13
MT252700,2020-04-24T00:00:00Z,29788,USA: WA,WA,,2020-03-13
MT252701,2020-04-24T00:00:00Z,29705,USA: WA,WA,,2020-03-12
MT252702,2020-04-24T00:00:00Z,29911,USA: WA,WA,,2020-03-13
MT252703,2020-04-24T00:00:00Z,29790,USA: WA,WA,,2020-03-13
MT252704,2020-04-24T00:00:00Z,29785,USA: WA,WA,,2020-03-13
MT252705,2020-04-24T00:00:00Z,29788,USA: WA,WA,,2020-03-13
MT252706,2020-04-24T00:00:00Z,29776,USA: WA,WA,,2020-03-13
MT252707,2020-04-24T00:00:00Z,29885,USA: WA,WA,,2020-03-13
MT252708,2020-04-24T00:00:00Z,29788,USA: WA,WA,,2020-03-13
MT252709,2020-04-24T00:00:00Z,29756,USA: WA,WA,,2020-03-14
MT252710,2020-04-24T00:00:00Z,29854,USA: WA,WA,,2020-03-14
MT252711,2020-04-24T00:00:00Z,29668,USA: WA,WA,,2020-03-14
MT252712,2020-04-24T00:00:00Z,29777,USA: WA,WA,,2020-03-14
MT252713,2020-04-24T00:00:00Z,29848,USA: WA,WA,,2020-03-15
MT252715,2020-04-24T00:00:00Z,29827,USA: WA,WA,,2020-03-14
MT252716,2020-04-24T00:00:00Z,29873,USA: WA,WA,,2020-03-14
MT252717,2020-04-24T00:00:00Z,29841,USA: WA,WA,,2020-03-14
MT252719,2020-04-24T00:00:00Z,29865,USA: WA,WA,,2020-03-15
MT252721,2020-04-24T00:00:00Z,29762,USA: WA,WA,,2020-03-13
MT252723,2020-04-24T00:00:00Z,29817,USA: WA,WA,,2020-03-13
MT252725,2020-04-24T00:00:00Z,29816,USA: WA,WA,,2020-03-13
MT252726,2020-04-24T00:00:00Z,29793,USA: WA,WA,,2020-03-12
MT252728,2020-04-24T00:00:00Z,29862,USA: WA,WA,,2020-03-13
MT252729,2020-04-24T00:00:00Z,29833,USA: WA,WA,,2020-03-13
MT252730,2020-04-24T00:00:00Z,29673,USA: WA,WA,,2020-03-13
MT252733,2020-04-24T00:00:00Z,29841,USA: WA,WA,,2020-03-13
MT252734,2020-04-24T00:00:00Z,29725,USA: WA,WA,,2020-03-14
MT252735,2020-04-24T00:00:00Z,29841,USA: WA,WA,,2020-03-14
MT252736,2020-04-24T00:00:00Z,29833,USA: WA,WA,,2020-03-14
MT252737,2020-04-24T00:00:00Z,29744,USA: WA,WA,,2020-03-14
MT252738,2020-04-24T00:00:00Z,29832,USA: WA,WA,,2020-03-15
MT252739,2020-04-24T00:00:00Z,29841,USA: WA,WA,,2020-03-15
MT252740,2020-04-24T00:00:00Z,29790,USA: WA,WA,,2020-03-14
MT252741,2020-04-24T00:00:00Z,29874,USA: WA,WA,,2020-03-12
MT252742,2020-04-24T00:00:00Z,29862,USA: WA,WA,,2020-03-12
MT252745,2020-04-24T00:00:00Z,29856,USA: WA,WA,,2020-03-12
MT252746,2020-04-24T00:00:00Z,29871,USA: WA,WA,,2020-03-12
MT252747,2020-04-24T00:00:00Z,29878,USA: WA,WA,,2020-03-12
MT252748,2020-04-24T00:00:00Z,29907,USA: WA,WA,,2020-03-11
MT252749,2020-04-24T00:00:00Z,29828,USA: WA,WA,,2020-03-11
MT252756,2020-04-24T00:00:00Z,29790,USA: WA,WA,,2020-03-11
MT252757,2020-04-24T00:00:00Z,29869,USA: WA,WA,,2020-03-11
MT252758,2020-04-24T00:00:00Z,29821,USA: WA,WA,,2020-03-11
MT252761,2020-04-24T00:00:00Z,29812,USA: WA,WA,,2020-03-12
MT252763,2020-04-24T00:00:00Z,29879,USA: WA,WA,,2020-03-12
MT252764,2020-04-24T00:00:00Z,29879,USA: WA,WA,,2020-03-12
MT252765,2020-04-24T00:00:00Z,29752,USA: WA,WA,,2020-03-10
MT252766,2020-04-24T00:00:00Z,29705,USA: WA,WA,,2020-03-11
MT252767,2020-04-24T00:00:00Z,29869,USA: WA,WA,,2020-03-11
MT252768,2020-04-24T00:00:00Z,29785,USA: WA,WA,,2020-03-11
MT252769,2020-04-24T00:00:00Z,29867,USA: WA,WA,,2020-03-11
MT252770,2020-04-24T00:00:00Z,29866,USA: WA,WA,,2020-03-11
MT252771,2020-04-24T00:00:00Z,29543,USA: WA,WA,,2020-03-11
MT252772,2020-04-24T00:00:00Z,29822,USA: WA,WA,,2020-03-11
MT252773,2020-04-24T00:00:00Z,29679,USA: WA,WA,,2020-03-11
MT252774,2020-04-24T00:00:00Z,29869,USA: WA,WA,,2020-03-11
MT252775,2020-04-24T00:00:00Z,29828,USA: WA,WA,,2020-03-11
MT252778,2020-04-24T00:00:00Z,29829,USA: WA,WA,,2020-03-11
MT252779,2020-04-24T00:00:00Z,29895,USA: WA,WA,,2020-03-11
MT252780,2020-04-24T00:00:00Z,29898,USA: WA,WA,,2020-03-11
MT252781,2020-04-24T00:00:00Z,29857,USA: WA,WA,,2020-03-11
MT252782,2020-04-24T00:00:00Z,29858,USA: WA,WA,,2020-03-11
MT252783,2020-04-24T00:00:00Z,29903,USA: WA,WA,,2020-03-11
MT252784,2020-04-24T00:00:00Z,29910,USA: WA,WA,,2020-03-11
MT252785,2020-04-24T00:00:00Z,29839,USA: WA,WA,,2020-03-11
MT252787,2020-04-24T00:00:00Z,29706,USA: WA,WA,,2020-03-09
MT252788,2020-04-24T00:00:00Z,29829,USA: WA,WA,,2020-03-09
MT252792,2020-04-24T00:00:00Z,29852,USA: WA,WA,,2020-03-10
MT252793,2020-04-24T00:00:00Z,29897,USA: WA,WA,,2020-03-09
MT252794,2020-04-24T00:00:00Z,29886,USA: WA,WA,,2020-03-10
MT252795,2020-04-24T00:00:00Z,29871,USA: WA,WA,,2020-03-10
MT252797,2020-04-24T00:00:00Z,29904,USA: WA,WA,,2020-03-10
MT252798,2020-04-24T00:00:00Z,29852,USA: WA,WA,,2020-03-10
MT252799,2020-04-24T00:00:00Z,29877,USA: WA,WA,,2020-03-09
MT252800,2020-04-24T00:00:00Z,29861,USA: WA,WA,,2020-03-10
MT252801,2020-04-24T00:00:00Z,29698,USA: WA,WA,,2020-03-05
MT252802,2020-04-24T00:00:00Z,29830,USA: WA,WA,,2020-03-08
MT252803,2020-04-24T00:00:00Z,29765,USA: WA,WA,,2020-03-09
MT252804,2020-04-24T00:00:00Z,29882,USA: WA,WA,,2020-03-08
MT252805,2020-04-24T00:00:00Z,29887,USA: WA,WA,,2020-03-08
