Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/WA-S1244/2020	EPI_ISL_495694	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1245/2020	EPI_ISL_495695	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1246/2020	EPI_ISL_495696	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1247/2020	EPI_ISL_495697	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1248/2020	EPI_ISL_495698	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1250/2020	EPI_ISL_495700	5/10/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1251/2020	EPI_ISL_495701	5/10/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1253/2020	EPI_ISL_495703	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1254/2020	EPI_ISL_495704	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1255/2020	EPI_ISL_495705	5/13/2020	North America / USA / Washington / Skagit County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1256/2020	EPI_ISL_495706	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1257/2020	EPI_ISL_495707	5/13/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1258/2020	EPI_ISL_495708	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1259/2020	EPI_ISL_495709	5/13/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1260/2020	EPI_ISL_495710	5/13/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1261/2020	EPI_ISL_495711	5/13/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1262/2020	EPI_ISL_495712	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1263/2020	EPI_ISL_495713	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1264/2020	EPI_ISL_495714	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1265/2020	EPI_ISL_495715	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1266/2020	EPI_ISL_495716	5/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1267/2020	EPI_ISL_495717	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1268/2020	EPI_ISL_495718	5/11/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1269/2020	EPI_ISL_495719	5/11/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1270/2020	EPI_ISL_495720	5/11/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1271/2020	EPI_ISL_495721	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1272/2020	EPI_ISL_495722	5/11/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1273/2020	EPI_ISL_495723	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1274/2020	EPI_ISL_495724	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S1275/2020	EPI_ISL_495725	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1276/2020	EPI_ISL_495726	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1277/2020	EPI_ISL_495727	5/11/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	O
hCoV-19/USA/WA-S1278/2020	EPI_ISL_495728	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1279/2020	EPI_ISL_495729	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1280/2020	EPI_ISL_495730	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1281/2020	EPI_ISL_495731	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1282/2020	EPI_ISL_495732	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1283/2020	EPI_ISL_495733	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1284/2020	EPI_ISL_495734	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1285/2020	EPI_ISL_495735	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1286/2020	EPI_ISL_495736	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1287/2020	EPI_ISL_495737	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1288/2020	EPI_ISL_495738	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1289/2020	EPI_ISL_495739	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1290/2020	EPI_ISL_495740	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S1291/2020	EPI_ISL_495741	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1292/2020	EPI_ISL_495742	5/13/2020	North America / USA / Washington / Franklin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1293/2020	EPI_ISL_495743	5/13/2020	North America / USA / Washington / Franklin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1294/2020	EPI_ISL_495744	5/14/2020	North America / USA / Washington / Franklin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1295/2020	EPI_ISL_495745	5/14/2020	North America / USA / Washington / Franklin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1296/2020	EPI_ISL_495746	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.154	G
hCoV-19/USA/WA-S1297/2020	EPI_ISL_495747	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1298/2020	EPI_ISL_495748	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1299/2020	EPI_ISL_495749	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1300/2020	EPI_ISL_495750	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1301/2020	EPI_ISL_495751	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1302/2020	EPI_ISL_495752	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1303/2020	EPI_ISL_495753	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1304/2020	EPI_ISL_495754	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1305/2020	EPI_ISL_495755	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1306/2020	EPI_ISL_495756	5/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1307/2020	EPI_ISL_495757	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1308/2020	EPI_ISL_495758	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1309/2020	EPI_ISL_495759	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1310/2020	EPI_ISL_495760	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1311/2020	EPI_ISL_495761	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1312/2020	EPI_ISL_495762	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1313/2020	EPI_ISL_495763	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1314/2020	EPI_ISL_495764	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1315/2020	EPI_ISL_495765	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1316/2020	EPI_ISL_495766	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1318/2020	EPI_ISL_495768	5/15/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1319/2020	EPI_ISL_495769	5/15/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1321/2020	EPI_ISL_495771	5/15/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1322/2020	EPI_ISL_495772	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1323/2020	EPI_ISL_495773	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1324/2020	EPI_ISL_495774	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1325/2020	EPI_ISL_495775	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1327/2020	EPI_ISL_495777	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1328/2020	EPI_ISL_495778	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1329/2020	EPI_ISL_495779	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1330/2020	EPI_ISL_495780	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1331/2020	EPI_ISL_495781	5/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.154	G
hCoV-19/USA/WA-S1332/2020	EPI_ISL_495782	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1334/2020	EPI_ISL_495784	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1335/2020	EPI_ISL_495785	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1336/2020	EPI_ISL_495786	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1337/2020	EPI_ISL_495787	5/5/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1338/2020	EPI_ISL_495788	5/13/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1339/2020	EPI_ISL_495789	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1340/2020	EPI_ISL_495790	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1341/2020	EPI_ISL_495791	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1342/2020	EPI_ISL_495792	5/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1343/2020	EPI_ISL_495793	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1344/2020	EPI_ISL_495794	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1345/2020	EPI_ISL_495795	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1346/2020	EPI_ISL_495796	5/13/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1347/2020	EPI_ISL_495797	5/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1348/2020	EPI_ISL_495798	5/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1349/2020	EPI_ISL_495799	5/16/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1774/2020	EPI_ISL_496200	6/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1775/2020	EPI_ISL_496201	6/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1776/2020	EPI_ISL_496202	6/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1777/2020	EPI_ISL_496203	6/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1778/2020	EPI_ISL_496204	6/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1779/2020	EPI_ISL_496205	6/1/2020	North America / USA / Washington / Mason County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1780/2020	EPI_ISL_496206	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1781/2020	EPI_ISL_496207	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1782/2020	EPI_ISL_496208	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1783/2020	EPI_ISL_496209	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1784/2020	EPI_ISL_496210	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1785/2020	EPI_ISL_496211	6/2/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1786/2020	EPI_ISL_496212	6/2/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1787/2020	EPI_ISL_496213	6/2/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1788/2020	EPI_ISL_496214	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1789/2020	EPI_ISL_496215	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1790/2020	EPI_ISL_496216	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1791/2020	EPI_ISL_496217	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.76	GR
hCoV-19/USA/WA-S1792/2020	EPI_ISL_496218	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1793/2020	EPI_ISL_496219	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1794/2020	EPI_ISL_496220	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S1795/2020	EPI_ISL_496221	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1796/2020	EPI_ISL_496222	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1797/2020	EPI_ISL_496223	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1798/2020	EPI_ISL_496224	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1799/2020	EPI_ISL_496225	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1800/2020	EPI_ISL_496226	6/2/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1801/2020	EPI_ISL_496227	6/2/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1802/2020	EPI_ISL_496228	6/2/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S1803/2020	EPI_ISL_496229	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1804/2020	EPI_ISL_496230	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1805/2020	EPI_ISL_496231	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1806/2020	EPI_ISL_496232	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1807/2020	EPI_ISL_496233	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1808/2020	EPI_ISL_496234	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1809/2020	EPI_ISL_496235	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1810/2020	EPI_ISL_496236	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1811/2020	EPI_ISL_496237	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1812/2020	EPI_ISL_496238	5/27/2020	North America / USA / Washington / Thurston County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	G
hCoV-19/USA/WA-S1813/2020	EPI_ISL_496239	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1814/2020	EPI_ISL_496240	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
hCoV-19/USA/WA-S1815/2020	EPI_ISL_496241	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1816/2020	EPI_ISL_496242	6/3/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1817/2020	EPI_ISL_496243	6/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.77	GR
